country,panel_year,shock_SH001_active,shock_SH002_active,shock_SH003_active,shock_SH004_active,shock_SH005_active,shock_SH006_active,shock_SH007_active,shock_SH008_active,shock_SH009_active,shock_SH010_active,shock_SH011_active,shock_SH012_active,shock_SH013_active,shock_SH014_active,shock_SH015_active,shock_SH016_active,shock_SH017_active,total_enrollment,enrollment_undergrad,enrollment_grad,enrollment_other,f1_visas_issued,total_economic_contribution_usd,total_jobs_supported,cpi_annual_avg
China,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54466,,,,16303,,,
China,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59939,8252.0,48029.0,3658.0,21586,,,172.20000000000002
China,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63211,8659.0,50969.0,3583.0,25218,,,177.0666666666667
China,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64757,9484.0,52235.0,3038.0,21784,,,179.875
China,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61765,8034.0,50796.0,2935.0,16169,,,183.95833333333337
China,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62523,8299.0,49293.0,4931.0,18089,,,188.88333333333333
China,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62582,9304.0,47617.0,5661.0,21642,,,195.29166666666663
China,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67723,9988.0,47968.0,9767.0,28444,,,201.59166666666667
China,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81127,16450.0,53047.0,11630.0,39535,,,207.34241666666665
China,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98235,26275.0,57452.0,14508.0,56258,,,215.3025
China,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127628,39921.0,66453.0,21254.0,81842,,,214.537
China,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157558,56976.0,76830.0,23752.0,113772,,,218.0555
China,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194029,74516.0,88429.0,31084.0,153026,,,224.9391666666667
China,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235597,93789.0,103505.0,38303.0,189402,,,229.59391666666667
China,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274439,110550.0,115727.0,48162.0,217593,,,232.95708333333337
China,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,304040,124552.0,120331.0,59157.0,244927,30500000000.0,373383.0,236.73616666666663
China,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,328547,135629.0,123250.0,69668.0,274460,32800000000.0,400844.0,237.017
China,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,350755,142851.0,128320.0,79584.0,148016,36900000000.0,450331.0,240.00716666666665
China,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,363341,148593.0,130843.0,83905.0,112817,39000000000.0,455622.0,245.11958333333337
China,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,369548,148880.0,133396.0,87272.0,98904,40500000000.0,458290.0,251.10683333333336
China,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,372532,148160.0,137096.0,87276.0,105775,38700000000.0,415996.0,255.65741666666668
China,2020,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,317299,125616.0,118859.0,72824.0,14436,28400000000.0,306308.0,258.8111666666667
China,2021,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,290086,109492.0,123182.0,57412.0,90310,33800000000.0,335423.0,270.96975000000003
China,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,289526,100349.0,126028.0,63149.0,61894,40100000000.0,368333.0,292.6549166666667
China,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,277398,87551.0,122778.0,67069.0,85950,43800000000.0,378175.0,304.7015833333333
China,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,265919,78583.0,120229.0,67107.0,82654,42900000000.0,355736.0,313.6888333333333
India,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42337,,,,15286,,,
India,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54664,12259.0,39797.0,2608.0,20469,,,172.20000000000002
India,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66836,14321.0,49730.0,2785.0,24106,,,177.0666666666667
India,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74603,13813.0,58322.0,2467.0,20771,,,179.875
India,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79736,13531.0,63013.0,3192.0,19152,,,183.95833333333337
India,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80466,16443.0,57976.0,6047.0,18309,,,188.88333333333333
India,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76503,12726.0,56397.0,7380.0,20173,,,195.29166666666663
India,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83833,12581.0,59570.0,11682.0,26342,,,201.59166666666667
India,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94563,13639.0,68069.0,12855.0,34471,,,207.34241666666665
India,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103260,15600.0,71019.0,16641.0,36149,,,215.3025
India,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897,15192.0,68290.0,21415.0,26890,,,214.537
India,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103895,14004.0,63624.0,26267.0,25783,,,218.0555
India,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100270,13059.0,59014.0,28197.0,25649,,,224.9391666666667
India,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96754,12740.0,54607.0,29407.0,23446,,,229.59391666666667
India,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102673,12677.0,61058.0,28938.0,36141,,,232.95708333333337
India,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132888,16521.0,85055.0,31312.0,56653,30500000000.0,373383.0,236.73616666666663
India,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165918,19302.0,101850.0,44766.0,74831,32800000000.0,400844.0,237.017
India,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186267,21977.0,104899.0,59391.0,62537,36900000000.0,450331.0,240.00716666666665
India,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196271,23346.0,95651.0,77274.0,44741,39000000000.0,455622.0,245.11958333333337
India,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202014,24813.0,90333.0,86868.0,42694,40500000000.0,458290.0,251.10683333333336
India,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,193124,25032.0,85160.0,82932.0,43714,38700000000.0,415996.0,255.65741666666668
India,2020,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,167582,23734.0,68869.0,74979.0,15323,28400000000.0,306308.0,258.8111666666667
India,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,199182,27545.0,102024.0,69613.0,80451,33800000000.0,335423.0,270.96975000000003
India,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268923,31954.0,165936.0,71033.0,115115,40100000000.0,368333.0,292.6549166666667
India,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,331602,36053.0,196567.0,98982.0,130730,43800000000.0,378175.0,304.7015833333333
India,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363019,40135.0,177892.0,144992.0,86067,42900000000.0,355736.0,313.6888333333333
Nepal,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,,,,800,,,
Nepal,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618,1892.0,609.0,117.0,986,,,172.20000000000002
Nepal,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,2141.0,776.0,103.0,1254,,,177.0666666666667
Nepal,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729,2665.0,956.0,108.0,1461,,,179.875
Nepal,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384,3017.0,1208.0,159.0,1632,,,183.95833333333337
Nepal,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4861,3217.0,1427.0,217.0,1464,,,188.88333333333333
Nepal,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6061,4037.0,1734.0,290.0,1968,,,195.29166666666663
Nepal,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,5187.0,2033.0,534.0,3401,,,201.59166666666667
Nepal,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8936,5720.0,2569.0,647.0,3216,,,207.34241666666665
Nepal,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11581,7894.0,2792.0,895.0,4708,,,215.3025
Nepal,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,7209.0,2897.0,1127.0,1997,,,214.537
Nepal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10301,6068.0,2921.0,1312.0,1389,,,218.0555
Nepal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621,5132.0,2822.0,1667.0,1364,,,224.9391666666667
Nepal,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920,4160.0,3068.0,1692.0,1125,,,229.59391666666667
Nepal,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8155,3370.0,3039.0,1746.0,1345,,,232.95708333333337
Nepal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,3332.0,3309.0,1517.0,2132,30500000000.0,373383.0,236.73616666666663
Nepal,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662,4394.0,3825.0,1443.0,4309,32800000000.0,400844.0,237.017
Nepal,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607,6256.0,3991.0,1360.0,5928,36900000000.0,450331.0,240.00716666666665
Nepal,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13270,7378.0,4537.0,1355.0,3579,39000000000.0,455622.0,245.11958333333337
Nepal,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13229,7471.0,4037.0,1721.0,1829,40500000000.0,458290.0,251.10683333333336
Nepal,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12730,6513.0,3871.0,2346.0,1661,38700000000.0,415996.0,255.65741666666668
Nepal,2020,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,11172,5327.0,3655.0,2190.0,401,28400000000.0,306308.0,258.8111666666667
Nepal,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11799,4518.0,4576.0,2705.0,3210,33800000000.0,335423.0,270.96975000000003
Nepal,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15090,6288.0,5542.0,3260.0,6175,40100000000.0,368333.0,292.6549166666667
Nepal,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16742,7461.0,5882.0,3399.0,5727,43800000000.0,378175.0,304.7015833333333
Nepal,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24890,12642.0,8350.0,3898.0,13184,42900000000.0,355736.0,313.6888333333333
Afghanistan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,,,22,,,
Afghanistan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,57.0,11.0,7.0,17,,,172.20000000000002
Afghanistan,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75.0,13.0,4.0,28,,,177.0666666666667
Afghanistan,2002,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,84.0,14.0,4.0,21,,,179.875
Afghanistan,2003,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,81.0,19.0,9.0,27,,,183.95833333333337
Afghanistan,2004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155,90.0,27.0,38.0,42,,,188.88333333333333
Afghanistan,2005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175,86.0,37.0,52.0,65,,,195.29166666666663
Afghanistan,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,268,167.0,55.0,46.0,118,,,201.59166666666667
Afghanistan,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,338,179.0,123.0,36.0,137,,,207.34241666666665
Afghanistan,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,407,221.0,154.0,32.0,152,,,215.3025
Afghanistan,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,426,199.0,185.0,42.0,190,,,214.537
Afghanistan,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,429,170.0,170.0,89.0,183,,,218.0555
Afghanistan,2011,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,371,166.0,155.0,50.0,205,,,224.9391666666667
Afghanistan,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,192.0,191.0,66.0,181,,,229.59391666666667
Afghanistan,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,204.0,201.0,45.0,241,,,232.95708333333337
Afghanistan,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,205.0,227.0,39.0,270,30500000000.0,373383.0,236.73616666666663
Afghanistan,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,214.0,240.0,44.0,243,32800000000.0,400844.0,237.017
Afghanistan,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,229.0,232.0,45.0,237,36900000000.0,450331.0,240.00716666666665
Afghanistan,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,171.0,230.0,75.0,156,39000000000.0,455622.0,245.11958333333337
Afghanistan,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,155.0,197.0,66.0,154,40500000000.0,458290.0,251.10683333333336
Afghanistan,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,422,145.0,228.0,49.0,142,38700000000.0,415996.0,255.65741666666668
Afghanistan,2020,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,354,133.0,171.0,50.0,48,28400000000.0,306308.0,258.8111666666667
Afghanistan,2021,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,420,140.0,219.0,61.0,153,33800000000.0,335423.0,270.96975000000003
Afghanistan,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,252.0,325.0,105.0,385,40100000000.0,368333.0,292.6549166666667
Afghanistan,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,702,315.0,287.0,100.0,298,43800000000.0,378175.0,304.7015833333333
Afghanistan,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,712,374.0,278.0,60.0,344,42900000000.0,355736.0,313.6888333333333
Iran,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,,,,450,,,
Iran,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,711.0,1023.0,110.0,658,,,172.20000000000002
Iran,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,796.0,1295.0,124.0,858,,,177.0666666666667
Iran,2002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2258,791.0,1363.0,103.0,295,,,179.875
Iran,2003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2321,785.0,1429.0,107.0,272,,,183.95833333333337
Iran,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2251,652.0,1475.0,124.0,349,,,188.88333333333333
Iran,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2420,641.0,1628.0,151.0,468,,,195.29166666666663
Iran,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2795,643.0,1866.0,286.0,646,,,201.59166666666667
Iran,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3060,561.0,2189.0,310.0,799,,,207.34241666666665
Iran,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3533,572.0,2639.0,322.0,1046,,,215.3025
Iran,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4731,542.0,3773.0,416.0,1784,,,214.537
Iran,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5626,429.0,4696.0,501.0,1761,,,218.0555
Iran,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6982,456.0,5747.0,779.0,2475,,,224.9391666666667
Iran,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8744,549.0,7157.0,1038.0,3024,,,229.59391666666667
Iran,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10194,622.0,8254.0,1318.0,3021,,,232.95708333333337
Iran,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11338,757.0,8953.0,1628.0,3280,30500000000.0,373383.0,236.73616666666663
Iran,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,842.0,9534.0,1893.0,3241,32800000000.0,400844.0,237.017
Iran,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12643,971.0,9578.0,2094.0,2650,36900000000.0,450331.0,240.00716666666665
Iran,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12783,808.0,9695.0,2280.0,2201,39000000000.0,455622.0,245.11958333333337
Iran,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12142,726.0,9017.0,2399.0,1433,40500000000.0,458290.0,251.10683333333336
Iran,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11451,612.0,8518.0,2321.0,1674,38700000000.0,415996.0,255.65741666666668
Iran,2020,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,9614,494.0,7225.0,1895.0,528,28400000000.0,306308.0,258.8111666666667
Iran,2021,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,9295,400.0,7025.0,1870.0,1967,33800000000.0,335423.0,270.96975000000003
Iran,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10812,444.0,8405.0,1963.0,3567,40100000000.0,368333.0,292.6549166666667
Iran,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12430,517.0,10129.0,1784.0,3743,43800000000.0,378175.0,304.7015833333333
Iran,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12656,642.0,10154.0,1860.0,2144,42900000000.0,355736.0,313.6888333333333
Iraq,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,,,,32,,,
Iraq,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,99.0,50.0,6.0,33,,,172.20000000000002
Iraq,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,84.0,55.0,8.0,33,,,177.0666666666667
Iraq,2002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127,67.0,57.0,3.0,5,,,179.875
Iraq,2003,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,74.0,40.0,6.0,11,,,183.95833333333337
Iraq,2004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,66.0,57.0,19.0,21,,,188.88333333333333
Iraq,2005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190,73.0,96.0,21.0,46,,,195.29166666666663
Iraq,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,262,109.0,130.0,23.0,90,,,201.59166666666667
Iraq,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,307,87.0,171.0,49.0,135,,,207.34241666666665
Iraq,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,359,130.0,189.0,40.0,209,,,215.3025
Iraq,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,423,138.0,200.0,85.0,204,,,214.537
Iraq,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,616,190.0,268.0,158.0,238,,,218.0555
Iraq,2011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,809,162.0,458.0,189.0,292,,,224.9391666666667
Iraq,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,220.0,665.0,189.0,335,,,229.59391666666667
Iraq,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,212.0,941.0,338.0,419,,,232.95708333333337
Iraq,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,240.0,1176.0,311.0,348,30500000000.0,373383.0,236.73616666666663
Iraq,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,264.0,1461.0,176.0,347,32800000000.0,400844.0,237.017
Iraq,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,229.0,1343.0,126.0,393,36900000000.0,450331.0,240.00716666666665
Iraq,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,230.0,1114.0,94.0,207,39000000000.0,455622.0,245.11958333333337
Iraq,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,234.0,904.0,99.0,193,40500000000.0,458290.0,251.10683333333336
Iraq,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,965,205.0,682.0,78.0,145,38700000000.0,415996.0,255.65741666666668
Iraq,2020,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,771,186.0,492.0,93.0,75,28400000000.0,306308.0,258.8111666666667
Iraq,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,597,144.0,367.0,86.0,111,33800000000.0,335423.0,270.96975000000003
Iraq,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,157.0,284.0,103.0,182,40100000000.0,368333.0,292.6549166666667
Iraq,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,476,150.0,248.0,78.0,234,43800000000.0,378175.0,304.7015833333333
Iraq,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,179.0,303.0,90.0,188,42900000000.0,355736.0,313.6888333333333
Israel,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3238,,,,1772,,,
Israel,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,1724.0,1492.0,185.0,1684,,,172.20000000000002
Israel,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,1580.0,1666.0,212.0,1474,,,177.0666666666667
Israel,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,1578.0,1697.0,246.0,1258,,,179.875
Israel,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,1530.0,1711.0,233.0,1141,,,183.95833333333337
Israel,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323,1383.0,1653.0,287.0,1053,,,188.88333333333333
Israel,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419,1355.0,1721.0,343.0,1079,,,195.29166666666663
Israel,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,1183.0,1673.0,413.0,1189,,,201.59166666666667
Israel,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,1031.0,1511.0,462.0,1170,,,207.34241666666665
Israel,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,1055.0,1593.0,412.0,1229,,,215.3025
Israel,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778,893.0,1446.0,439.0,1142,,,214.537
Israel,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,789.0,1452.0,460.0,952,,,218.0555
Israel,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,760.0,1322.0,408.0,999,,,224.9391666666667
Israel,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,700.0,1291.0,439.0,964,,,229.59391666666667
Israel,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,650.0,1329.0,478.0,1072,,,232.95708333333337
Israel,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,641.0,1278.0,451.0,1022,30500000000.0,373383.0,236.73616666666663
Israel,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,663.0,1190.0,490.0,1101,32800000000.0,400844.0,237.017
Israel,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,686.0,1188.0,519.0,1041,36900000000.0,450331.0,240.00716666666665
Israel,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,698.0,1119.0,510.0,973,39000000000.0,455622.0,245.11958333333337
Israel,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,702.0,1091.0,599.0,1014,40500000000.0,458290.0,251.10683333333336
Israel,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2226,662.0,985.0,579.0,1072,38700000000.0,415996.0,255.65741666666668
