country,panel_year,prior_3yr_avg_growth,any_shock_active,num_shocks_active,cpi_annual_avg,target_next_yr_growth
South Korea,2023,0.029528814815124704,1,1,304.7015833333333,-0.02003765456529294
Ukraine,2000,0.13196112273892435,0,0,172.20000000000002,0.13960250178352407
Ukraine,2001,0.1357818122612242,0,0,177.0666666666667,-0.05863343924985731
Ukraine,2002,0.07097672842419704,1,1,179.875,-0.03240342405465935
Ukraine,2003,0.016188546159669137,1,1,183.95833333333337,-0.09028291753024487
Ukraine,2004,-0.06043992694492051,0,0,188.88333333333333,-0.014301673907529455
Ukraine,2005,-0.04566267183081122,0,0,195.29166666666663,-0.06464933060081268
Ukraine,2006,-0.05641130734619567,0,0,201.59166666666667,0.012918558991557028
Ukraine,2007,-0.022010815172261704,0,0,207.34241666666665,0.001166180890182389
Ukraine,2008,-0.01685486357302442,0,0,215.3025,0.006389798098770605
Ukraine,2009,0.006824845993503341,0,0,214.537,-0.08706401826566612
Ukraine,2010,-0.026502679758904375,0,0,218.0555,-0.030791399859714907
Ukraine,2011,-0.03715520667553681,0,0,224.9391666666667,-0.029754261081792244
Ukraine,2012,-0.04920322640239109,0,0,229.59391666666667,-0.017603704418248434
Ukraine,2013,-0.02604978845325186,0,0,232.95708333333337,0.05772746865528244
Ukraine,2014,0.003456501051747255,0,0,236.73616666666663,0.07989390922076556
Ukraine,2015,0.04000589115259986,0,0,237.017,0.07839299599886651
Ukraine,2016,0.07200479129163817,0,0,240.00716666666665,0.0592964067743198
Ukraine,2017,0.07252777066465062,0,0,245.11958333333337,0.012883455706187874
Ukraine,2018,0.05019095282645806,0,0,251.10683333333336,-0.028039220064393078
Ukraine,2019,0.014713547472038199,1,1,255.65741666666668,-0.08801719645800254
Ukraine,2020,-0.034390986938735914,1,4,258.8111666666667,0.05373424613438704
Ukraine,2021,-0.02077405679600286,1,3,270.96975000000003,0.12146984289070328
Ukraine,2022,0.029062297522362595,1,1,292.6549166666667,0.05218575317057006
Ukraine,2023,0.07579661406522013,1,2,304.7015833333333,0.07201167266347674
